episode,total_reward,renewable_ratio,total_cost,blackout_energy,epsilon,loss_mean,eval_reward
1270,-5.8099,0.7142,13.263,3.6569,0.05,0.454796,
1271,-27.9794,0.7245,10.0548,8.1835,0.05,0.505755,
1272,-6.2112,0.7117,14.02,2.7087,0.05,0.585788,
1273,12.6704,0.7457,13.2277,0.0,0.05,0.500465,
1274,0.82,0.7245,14.2185,0.6461,0.05,0.490997,
1275,10.9987,0.7355,11.3541,0.0293,0.05,0.558996,11.1668
1276,1.2449,0.73,12.6333,1.4703,0.05,0.574234,
1277,6.1026,0.7208,14.3292,0.0,0.05,0.50028,
1278,-40.9789,0.7018,11.7482,10.7282,0.05,0.555131,
1279,3.3129,0.6767,16.0414,0.4472,0.05,0.43903,
1280,12.2093,0.7106,14.2055,0.0,0.05,0.44452,
1281,8.5053,0.6959,15.0686,0.0,0.05,0.576456,
1282,8.335,0.7095,14.7005,0.1111,0.05,0.526243,
1283,3.6672,0.6788,16.7077,0.0651,0.05,0.469115,
1284,13.8568,0.7384,12.8545,0.0,0.05,0.503304,
1285,4.5153,0.6771,15.7176,0.1495,0.05,0.478618,
1286,-17.5644,0.7174,11.5926,5.7811,0.05,0.573329,
1287,-13.5637,0.7103,13.8971,3.7569,0.05,0.505009,
1288,10.9415,0.7227,13.8101,0.0,0.05,0.468094,
1289,-33.0854,0.7104,10.0164,8.9154,0.05,0.512505,
1290,2.604,0.7029,15.133,0.9526,0.05,0.472587,
1291,5.7452,0.6933,15.946,0.032,0.05,0.472974,
1292,7.1796,0.6654,15.8865,0.0,0.05,0.521131,
1293,-9.6958,0.7202,11.374,4.1174,0.05,0.526734,
1294,10.9742,0.7142,13.8753,0.0,0.05,0.42788,
1295,13.4049,0.7817,11.2244,0.0,0.05,0.500404,
1296,2.9485,0.6729,16.7284,0.059,0.05,0.55501,
1297,4.9878,0.7169,14.1203,0.5796,0.05,0.548507,
1298,6.2801,0.6953,14.6251,0.0,0.05,0.513245,
1299,-3.3937,0.6667,14.2701,1.5491,0.05,0.486974,
1300,-0.0658,0.7418,12.8869,1.4749,0.05,0.456131,11.4807
1301,7.6868,0.6824,15.464,0.0,0.05,0.526654,
1302,10.8845,0.7352,13.7344,0.0,0.05,0.53108,
1303,11.8543,0.7336,12.9369,0.0314,0.05,0.548355,
1304,-49.8854,0.6765,12.1587,12.4785,0.05,0.516243,
1305,10.4739,0.7285,14.1009,0.0,0.05,0.536999,
1306,7.174,0.7216,14.2343,0.5116,0.05,0.473416,
1307,-48.1166,0.7042,11.8416,12.7481,0.05,0.561745,
1308,-27.9122,0.7405,11.2758,8.4163,0.05,0.505479,
1309,-35.7039,0.6953,12.0546,9.2173,0.05,0.53985,
1310,-4.5309,0.6771,14.6654,2.5797,0.05,0.522844,
1311,-15.8025,0.7385,11.7763,6.3211,0.05,0.459582,
1312,11.0931,0.7233,14.242,0.0,0.05,0.538774,
1313,-16.9968,0.7265,11.5259,6.6786,0.05,0.523966,
1314,5.4968,0.7175,14.8599,0.2279,0.05,0.461557,
1315,-10.1773,0.7053,14.1811,4.3389,0.05,0.560637,
1316,-6.6792,0.7332,13.3399,2.8526,0.05,0.531913,
1317,13.9014,0.7412,12.807,0.0,0.05,0.552578,
1318,4.3687,0.7026,12.6406,1.0595,0.05,0.47905,
1319,11.6458,0.708,14.6995,0.0,0.05,0.53352,
1320,-42.3519,0.73,9.5951,11.7662,0.05,0.545698,
1321,-41.1648,0.7279,9.4843,11.3308,0.05,0.551797,
1322,11.8547,0.724,13.7265,0.5151,0.05,0.462628,
1323,10.5453,0.6938,15.1569,0.0,0.05,0.446447,
1324,13.5016,0.7093,13.6043,0.0,0.05,0.509443,
1325,11.0154,0.78,10.7382,0.1462,0.05,0.566502,11.1145
1326,-2.6316,0.7126,13.3451,1.9478,0.05,0.503483,
1327,8.6131,0.7304,13.5299,0.0,0.05,0.411955,
1328,3.1725,0.7068,15.3815,0.7693,0.05,0.539742,
1329,-1.4656,0.6942,14.962,1.53,0.05,0.618432,
1330,8.1823,0.7287,13.132,0.0,0.05,0.508324,
1331,-7.388,0.674,13.1768,3.869,0.05,0.556936,
1332,10.3311,0.7126,15.0665,0.0,0.05,0.567602,
1333,0.8339,0.7134,14.6259,0.819,0.05,0.477191,
1334,3.0775,0.7225,13.7103,0.6919,0.05,0.530276,
1335,-5.3924,0.6969,14.3618,2.3594,0.05,0.471621,
1336,-2.744,0.707,13.9859,3.0055,0.05,0.471898,
1337,0.9718,0.7447,12.8774,0.9032,0.05,0.502493,
1338,1.8753,0.69,15.6769,0.419,0.05,0.467165,
1339,9.8943,0.7069,14.65,0.0,0.05,0.444335,
1340,-12.8909,0.7111,13.3632,3.8656,0.05,0.441229,
1341,8.035,0.735,14.0777,0.1028,0.05,0.410548,
1342,11.9384,0.718,14.1671,0.0,0.05,0.496396,
1343,-20.4118,0.7086,11.4328,6.2902,0.05,0.564174,
1344,7.6325,0.718,13.8184,0.2032,0.05,0.559309,
1345,11.6394,0.7549,12.5994,0.0,0.05,0.460245,
1346,15.7151,0.7573,12.4722,0.0,0.05,0.468502,
1347,11.6366,0.7679,11.2646,0.2314,0.05,0.461507,
1348,10.0074,0.7423,12.9807,0.0,0.05,0.433326,
1349,-31.2786,0.7185,11.9883,8.8418,0.05,0.507192,
1350,4.0478,0.7438,13.3121,0.4974,0.05,0.486683,11.6886
1351,-41.7729,0.7184,10.8439,11.3211,0.05,0.410589,
1352,-7.0677,0.7036,14.389,3.205,0.05,0.447256,
1353,-3.415,0.7201,13.8875,2.2888,0.05,0.423057,
1354,11.6957,0.7163,14.7425,0.0,0.05,0.526666,
1355,8.897,0.7066,15.8171,0.0,0.05,0.51754,
1356,7.5857,0.7426,12.6238,0.9254,0.05,0.483295,
1357,13.0698,0.7573,11.9482,0.4207,0.05,0.504929,
1358,6.3879,0.7307,14.4348,0.6298,0.05,0.533885,
1359,3.5469,0.7228,13.2002,0.7677,0.05,0.551846,
1360,10.8014,0.6942,14.7808,0.0,0.05,0.459349,
1361,12.2965,0.7105,13.5131,0.0,0.05,0.493743,
1362,17.0258,0.756,11.2359,0.0,0.05,0.531053,
1363,-43.5498,0.7164,9.8272,10.0836,0.05,0.468424,
1364,-1.6638,0.7255,12.8283,1.1756,0.05,0.465494,
1365,13.6242,0.7403,13.1342,0.0,0.05,0.509268,
1366,2.6253,0.6877,14.4179,1.1807,0.05,0.501284,
1367,12.3385,0.743,13.2533,0.0,0.05,0.546652,
1368,8.9171,0.7404,12.4607,0.1402,0.05,0.538973,
1369,11.2332,0.6881,14.0702,0.0873,0.05,0.605029,
1370,0.1747,0.7197,13.8417,1.8298,0.05,0.506006,
1371,5.4907,0.6463,16.7461,0.0,0.05,0.552059,
1372,15.0684,0.7471,11.2148,0.0,0.05,0.429698,
1373,-29.6957,0.7541,8.9196,9.6707,0.05,0.438881,
1374,-74.7442,0.6832,9.6246,18.0752,0.05,0.549522,
1375,-14.7155,0.723,13.0097,4.702,0.05,0.499554,10.7198
1376,5.4602,0.7522,12.1859,1.2555,0.05,0.447442,
1377,4.3987,0.7136,15.1246,0.6148,0.05,0.48355,
1378,12.7459,0.7374,12.9547,0.0,0.05,0.478237,
1379,5.3134,0.6928,14.8909,0.0,0.05,0.406013,
1380,-22.1086,0.7027,12.678,7.2895,0.05,0.529374,
1381,2.9888,0.7192,14.6636,1.1929,0.05,0.461784,
1382,10.6833,0.7305,13.1837,0.5916,0.05,0.478987,
1383,-2.5079,0.728,13.6057,2.1012,0.05,0.551856,
1384,8.8649,0.6882,15.5438,0.0,0.05,0.493627,
1385,-2.9739,0.6387,16.5135,1.0914,0.05,0.505695,
1386,5.8703,0.6885,14.8886,0.1202,0.05,0.484711,
1387,12.6773,0.742,13.2832,0.0,0.05,0.486349,
1388,-4.1205,0.715,13.0907,2.5499,0.05,0.539874,
1389,9.122,0.7016,14.8029,0.0,0.05,0.519265,
1390,-40.4208,0.7628,9.3776,11.7294,0.05,0.497249,
1391,7.6636,0.6611,17.1133,0.0,0.05,0.538959,
1392,11.8885,0.7461,13.4726,0.0,0.05,0.385256,
1393,9.3482,0.7189,13.2539,0.0686,0.05,0.44466,
1394,9.2376,0.7379,13.3674,0.5585,0.05,0.41994,
1395,0.1976,0.7144,14.8711,1.8524,0.05,0.526481,
1396,-10.3216,0.6945,13.196,2.4702,0.05,0.495307,
1397,-7.2587,0.7482,12.5053,3.6391,0.05,0.532533,
1398,-5.537,0.7189,13.0877,2.529,0.05,0.507779,
1399,-0.0421,0.7294,14.147,1.1444,0.05,0.492023,
1400,7.3422,0.7502,12.6122,1.0007,0.05,0.523213,11.1722
1401,15.7186,0.7719,11.6133,0.0,0.05,0.442693,
1402,15.6058,0.7638,12.1574,0.0,0.05,0.505496,
1403,12.4098,0.7192,13.5783,0.0,0.05,0.493305,
1404,0.2169,0.6507,16.5671,1.2675,0.05,0.486779,
1405,12.2313,0.7077,14.1161,0.0,0.05,0.488568,
1406,2.9609,0.7323,11.7025,1.9491,0.05,0.459327,
1407,6.9365,0.7336,13.6301,0.0,0.05,0.437122,
1408,11.7352,0.7129,13.7085,0.0,0.05,0.487076,
1409,-42.8954,0.696,11.2457,11.6332,0.05,0.518115,
1410,4.8364,0.696,15.3048,0.6618,0.05,0.565818,
1411,5.9239,0.7268,13.5553,0.0368,0.05,0.576415,
1412,-5.7127,0.6852,14.3932,2.472,0.05,0.468933,
1413,10.9459,0.7201,13.6981,0.0,0.05,0.506663,
1414,3.8013,0.705,12.7484,1.2023,0.05,0.45244,
1415,-45.9444,0.6991,12.1307,11.9405,0.05,0.475635,
1416,3.9816,0.6914,14.4397,0.7492,0.05,0.441879,
1417,6.0668,0.7458,13.7452,0.6687,0.05,0.450976,
1418,-2.511,0.7326,12.5577,1.783,0.05,0.424298,
1419,-26.0042,0.6521,12.2903,7.814,0.05,0.512986,
1420,-12.4813,0.7383,12.273,5.077,0.05,0.504518,
1421,6.7682,0.6998,15.1365,0.0,0.05,0.500075,
1422,10.1323,0.6826,15.1823,0.0,0.05,0.526735,
1423,-0.643,0.7001,14.373,1.1434,0.05,0.495148,
1424,9.8957,0.7528,12.3337,0.0,0.05,0.453631,
1425,-15.9649,0.7557,11.437,6.0068,0.05,0.4752,11.4131
1426,10.0148,0.7034,14.5714,0.0,0.05,0.572771,
1427,4.9916,0.7316,13.6801,0.4913,0.05,0.441529,
1428,7.5566,0.7385,13.1599,0.4968,0.05,0.518344,
1429,8.6297,0.7074,14.4244,0.1368,0.05,0.483505,
1430,11.4864,0.7248,11.4251,0.0,0.05,0.555485,
1431,6.3386,0.6991,15.9539,0.1648,0.05,0.472091,
1432,9.755,0.6866,15.2101,0.0,0.05,0.499621,
1433,11.8577,0.72,13.9669,0.0,0.05,0.485959,
1434,-4.6774,0.715,14.543,1.1847,0.05,0.453954,
1435,-4.0768,0.6564,16.0523,1.8841,0.05,0.461598,
1436,10.8848,0.7057,14.4134,0.0,0.05,0.436384,
1437,11.7351,0.735,12.8309,0.1667,0.05,0.541755,
1438,6.1437,0.7115,15.0151,0.2071,0.05,0.524209,
1439,5.6232,0.6883,16.7608,0.0,0.05,0.524835,
1440,9.0938,0.6916,15.7765,0.0,0.05,0.429325,
1441,9.9218,0.7332,13.4186,0.0,0.05,0.560487,
1442,-91.5199,0.6902,8.6909,21.4877,0.05,0.445185,
1443,-21.1684,0.7323,11.8353,6.2677,0.05,0.428333,
1444,1.1736,0.7138,14.6213,0.963,0.05,0.513585,
1445,-2.0959,0.7007,14.6765,1.2917,0.05,0.508542,
1446,-36.1584,0.7363,10.7146,10.3694,0.05,0.419035,
1447,8.288,0.684,14.9287,0.0,0.05,0.457228,
1448,2.7037,0.686,16.1768,0.1181,0.05,0.476848,
1449,11.0248,0.7542,12.5645,0.0,0.05,0.462996,
1450,-27.5662,0.7265,11.5873,8.6983,0.05,0.517578,10.9979
1451,7.1673,0.7067,14.6264,0.0,0.05,0.448498,
1452,-35.7919,0.6982,10.3353,10.5815,0.05,0.501707,
1453,4.3981,0.7033,14.6785,0.0,0.05,0.456191,
1454,10.9151,0.6928,12.8825,0.0,0.05,0.48246,
1455,6.3814,0.7059,14.8423,0.6467,0.05,0.432706,
1456,6.017,0.6995,14.845,0.0,0.05,0.40659,
1457,8.46,0.6987,14.9755,0.0,0.05,0.492637,
1458,-42.6959,0.7194,10.2824,11.4723,0.05,0.534338,
1459,-21.4799,0.6908,11.2384,6.4082,0.05,0.5392,
1460,6.2101,0.7102,15.3375,0.2128,0.05,0.557106,
1461,9.4501,0.7155,15.3058,0.0,0.05,0.450312,
1462,10.9095,0.7253,14.7371,0.0,0.05,0.466102,
1463,-28.0589,0.729,10.7749,8.8438,0.05,0.45835,
1464,8.1019,0.7342,12.2187,0.0401,0.05,0.535111,
1465,12.1869,0.7239,14.821,0.0,0.05,0.493652,
1466,-6.9645,0.7091,13.6027,2.2351,0.05,0.473093,
1467,3.2518,0.7074,14.3915,0.3199,0.05,0.519313,
1468,7.5395,0.7262,14.3148,0.252,0.05,0.418758,
1469,-14.988,0.6954,14.2979,4.3947,0.05,0.514398,
1470,4.504,0.6975,15.9124,0.2419,0.05,0.509794,
1471,-13.138,0.6937,12.4808,3.5942,0.05,0.497584,
1472,6.2259,0.7299,14.044,0.0,0.05,0.488938,
1473,13.9936,0.7753,11.0423,0.0,0.05,0.578797,
1474,1.4761,0.7262,13.5567,1.0371,0.05,0.449776,
1475,-52.1428,0.7504,8.4992,13.9459,0.05,0.498106,11.2314
1476,-41.6453,0.686,12.0208,10.1832,0.05,0.54175,
1477,6.5715,0.7207,14.4508,0.4188,0.05,0.507726,
1478,12.1535,0.7027,14.8406,0.0,0.05,0.506605,
1479,10.9399,0.7098,14.0669,0.0,0.05,0.484229,
1480,1.1459,0.6923,15.4798,1.0375,0.05,0.544001,
1481,-1.4934,0.6804,15.021,0.8567,0.05,0.505467,
1482,-44.7848,0.7209,10.3607,10.3441,0.05,0.432031,
1483,11.5822,0.7294,12.6539,0.0,0.05,0.4739,
1484,-10.7888,0.6669,14.7093,3.0054,0.05,0.452799,
1485,-2.5484,0.7438,11.9065,3.2182,0.05,0.481369,
1486,10.34,0.7282,13.1109,0.207,0.05,0.435416,
1487,-9.6219,0.693,14.9952,2.8329,0.05,0.420332,
1488,0.1016,0.6609,15.7437,1.5988,0.05,0.524711,
1489,7.7691,0.6767,15.6648,0.0,0.05,0.419658,
1490,5.8052,0.7351,12.9355,1.0662,0.05,0.456355,
1491,-2.0907,0.6482,14.0001,1.9342,0.05,0.354866,
1492,10.3108,0.7042,15.0363,0.0,0.05,0.514282,
1493,3.9369,0.7066,15.855,0.366,0.05,0.417232,
1494,13.6006,0.7387,13.8713,0.0,0.05,0.44657,
1495,-17.4256,0.7489,10.7,6.6467,0.05,0.526957,
1496,-1.6763,0.7431,12.4786,2.1728,0.05,0.506664,
1497,-5.0434,0.7244,13.3748,2.4442,0.05,0.46196,
1498,11.4162,0.7275,14.3805,0.0,0.05,0.428135,
1499,12.3063,0.7205,13.5173,0.0,0.05,0.432975,
1500,11.8286,0.7257,11.372,0.0,0.05,0.521735,11.3338
